ID,Category,Meal,Dish,Description,Calories,Protein,Carbs,Fats,Fiber
24,Vegetarian,Lunch,Dal Rice,Dal Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,535,19.7,50.7,21.1,9.6
25,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,184,21.2,22.5,18.1,12.6
26,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,536,27.1,52.2,15.2,12.0
27,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,402,31.8,67.8,7.0,8.6
28,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,183,25.2,22.5,21.8,5.5
29,Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,163,26.9,69.5,10.1,4.7
30,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,451,34.2,41.3,23.4,12.1
31,Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,100,25.4,68.1,18.8,12.7
32,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,443,28.2,74.5,13.6,14.2
33,Vegetarian,Mid Morning Snack,Curd,Curd is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,157,21.4,37.3,23.8,9.9
34,Vegetarian,Mid Morning Snack,Curd,Curd is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,143,27.3,34.8,24.9,12.3
35,Vegetarian,Mid Morning Snack,Curd,Curd is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,172,7.2,24.6,19.1,13.5
36,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,214,22.8,72.8,20.2,11.0
37,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,417,13.0,39.1,8.0,10.6
38,Vegetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,441,26.0,30.2,20.9,14.2
39,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,405,12.7,42.8,17.9,6.5
40,Vegetarian,Breakfast,Upma,Upma is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,561,30.3,21.4,14.4,14.7
41,Vegetarian,Evening Snack,Makhana,Makhana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,112,30.8,61.6,16.9,10.0
42,Vegetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,121,14.7,42.2,22.2,7.2
43,Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,280,13.6,53.9,5.7,7.3
44,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,142,14.1,32.2,13.4,8.7
45,Vegetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,304,33.4,44.4,21.1,4.0
46,Vegetarian,Breakfast,Idli Sambar,Idli Sambar is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,592,23.8,72.1,14.8,5.9
47,Vegetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,389,12.6,54.1,7.6,14.9
48,Vegetarian,Lunch,Veg Pulao,Veg Pulao is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,319,21.5,45.6,18.6,8.0
49,Vegetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,368,30.1,66.8,14.7,11.2
50,Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,277,15.2,36.7,25.0,13.3
51,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,430,34.9,38.2,12.2,5.6
52,Vegetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,511,28.6,73.5,8.3,8.9
53,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,329,22.1,58.4,15.1,13.2
54,Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,137,28.8,26.0,21.6,10.6
55,Vegetarian,Lunch,Dal Rice,Dal Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,404,14.1,54.8,19.4,10.2
56,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,496,18.0,45.2,24.4,11.9
57,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,207,23.3,49.0,11.4,6.0
58,Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,151,34.0,33.6,15.3,3.7
59,Vegetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,646,33.4,31.1,23.5,7.8
60,Vegetarian,Breakfast,Idli Sambar,Idli Sambar is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,519,5.7,44.5,24.4,14.4
61,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,496,12.6,26.5,17.6,9.5
62,Vegetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,164,14.8,41.9,20.2,8.9
63,Vegetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,207,27.7,57.5,5.4,4.3
64,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,488,5.3,33.5,12.2,10.5
65,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,552,10.5,31.3,21.0,3.7
66,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,479,12.0,31.1,20.2,11.0
67,Vegetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,558,33.1,53.8,10.4,9.0
68,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,642,18.0,31.2,7.5,8.7
69,Vegetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,348,18.5,58.8,9.4,14.5
70,Vegetarian,Breakfast,Upma,Upma is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,594,16.0,57.7,24.2,12.8
71,Vegetarian,Breakfast,Dosa,Dosa is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,436,25.7,33.0,14.0,12.1
72,Vegetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,265,12.5,43.5,23.1,3.5
73,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,143,10.5,72.9,21.8,4.1
74,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,578,25.7,71.7,15.0,10.8
75,Vegetarian,Lunch,Veg Pulao,Veg Pulao is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,485,33.9,50.3,10.9,8.4
76,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,563,12.6,24.4,13.8,14.2
77,Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,189,6.1,67.0,9.0,9.8
78,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,159,31.1,22.7,5.8,6.5
79,Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,158,25.2,72.8,8.3,14.0
80,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,529,21.0,52.2,8.2,13.0
81,Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,249,16.7,32.2,15.2,11.0
82,Vegetarian,Lunch,Dal Rice,Dal Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,560,7.6,23.8,20.2,9.2
83,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,510,17.8,66.5,24.6,6.1
84,Vegetarian,Lunch,Roti Sabzi,Roti Sabzi is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,495,24.8,31.1,19.3,14.0
85,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,245,28.0,45.2,9.6,12.1
86,Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,119,7.8,54.8,6.3,13.0
87,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,368,28.1,42.7,9.0,13.2
88,Vegetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,259,6.6,55.5,9.8,7.3
89,Vegetarian,Lunch,Veg Pulao,Veg Pulao is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,439,23.0,34.6,12.4,9.6
90,Vegetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,413,33.9,40.4,21.4,11.3
91,Vegetarian,Breakfast,Dosa,Dosa is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,410,23.9,51.8,13.0,12.5
92,Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,140,34.8,73.9,12.8,11.1
93,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,405,9.2,60.5,13.3,12.9
94,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,261,15.5,23.9,19.2,12.2
95,Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,244,29.1,24.9,11.4,5.2
96,Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,196,13.7,40.3,23.0,10.6
97,Vegetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,103,28.2,61.2,17.4,14.8
98,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,119,11.8,30.5,18.5,10.1
99,Vegetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,130,18.4,30.5,12.3,7.2
100,Vegetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,624,7.4,49.3,14.3,7.0
101,Vegetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,138,17.0,30.1,12.8,9.7
102,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,211,11.4,68.4,16.2,9.2
103,Vegetarian,Breakfast,Idli Sambar,Idli Sambar is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,473,34.7,52.8,21.7,11.5
104,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,619,29.4,69.2,23.7,7.0
105,Vegetarian,Lunch,Roti Sabzi,Roti Sabzi is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,493,16.3,40.5,20.8,10.8
106,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,493,29.8,70.8,14.4,13.7
107,Vegetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,607,21.6,65.8,19.1,13.9
108,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,425,23.8,65.9,14.4,14.9
109,Vegetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,585,14.2,28.9,11.9,4.6
110,Vegetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,450,15.7,41.4,9.2,4.0
111,Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,117,19.5,54.3,14.6,4.7
112,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,472,32.3,74.6,20.1,10.1
113,Vegetarian,Evening Snack,Makhana,Makhana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,109,7.3,66.4,10.6,5.8
114,Vegetarian,Lunch,Dal Rice,Dal Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,615,14.4,57.6,7.3,4.6
115,Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,219,28.7,38.7,20.5,13.4
116,Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,249,28.6,30.9,24.6,7.5
117,Vegetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,337,14.1,20.7,24.3,10.2
118,Vegetarian,Lunch,Roti Sabzi,Roti Sabzi is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,413,13.0,36.0,11.2,3.3
119,Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,224,30.5,62.1,16.4,9.7
120,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,399,24.9,32.6,23.9,11.7
121,Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,215,8.8,61.8,13.5,9.5
122,Vegetarian,Mid Morning Snack,Curd,Curd is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,234,13.3,29.6,16.5,14.0
123,Vegetarian,Evening Snack,Makhana,Makhana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,199,30.0,68.5,18.9,10.5
124,Vegetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,389,17.5,53.8,6.1,11.1
125,Vegetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,188,26.6,65.4,11.6,13.2
126,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,590,33.4,40.1,12.4,8.9
127,Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,278,10.3,25.0,19.2,13.6
128,Vegetarian,Lunch,Dal Rice,Dal Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,456,23.1,27.9,5.1,7.8
129,Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,141,29.4,32.1,17.2,12.4
130,Vegetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,578,20.5,33.9,19.2,10.0
131,Vegetarian,Breakfast,Idli Sambar,Idli Sambar is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,421,30.6,31.9,14.5,15.0
132,Vegetarian,Lunch,Roti Sabzi,Roti Sabzi is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,315,15.3,47.2,17.9,11.4
133,Vegetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,576,24.1,65.8,8.6,13.6
134,Vegetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,277,5.4,61.7,5.5,9.7
135,Vegetarian,Breakfast,Upma,Upma is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,537,24.6,67.5,22.4,5.0
136,Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,192,15.5,47.8,13.5,6.8
137,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,572,12.4,70.8,8.2,5.7
138,Vegetarian,Evening Snack,Makhana,Makhana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,136,24.5,24.0,6.8,7.4
139,Vegetarian,Lunch,Dal Rice,Dal Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,308,32.3,65.5,7.8,4.5
140,Vegetarian,Lunch,Roti Sabzi,Roti Sabzi is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,317,21.2,36.5,7.8,3.9
141,Vegetarian,Lunch,Dal Rice,Dal Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,646,19.4,55.9,13.0,4.1
142,Vegetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,521,31.1,29.7,23.0,6.6
143,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,639,14.8,64.2,9.6,9.3
144,Vegetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,255,27.3,32.7,6.7,5.1
145,Vegetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,520,31.4,48.7,8.3,6.6
146,Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,261,8.2,23.5,11.5,5.7
147,Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,194,29.9,37.6,10.4,12.7
148,Vegetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,609,14.0,60.2,17.4,9.2
149,Vegetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,324,5.7,60.8,10.8,3.5
150,Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,251,24.4,67.3,12.9,6.2
151,Eggetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,232,30.1,61.3,6.7,12.2
152,Eggetarian,Dinner,Egg Curry Roti,Egg Curry Roti is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,625,23.0,44.6,21.7,9.5
153,Eggetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,445,18.1,28.8,21.9,11.8
154,Eggetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,477,18.2,72.7,8.2,5.6
155,Eggetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,441,34.9,22.7,10.6,7.1
156,Eggetarian,Lunch,Veg Pulao,Veg Pulao is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,371,16.4,23.8,6.7,7.6
157,Eggetarian,Evening Snack,Makhana,Makhana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,161,8.7,55.8,20.7,5.8
158,Eggetarian,Breakfast,Egg Toast,Egg Toast is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,401,24.1,58.9,13.7,4.7
159,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,167,26.1,36.6,18.2,11.8
160,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,185,27.3,32.9,6.3,5.0
161,Eggetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,625,32.5,56.8,10.3,3.8
162,Eggetarian,Dinner,Egg Curry Roti,Egg Curry Roti is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,352,22.7,58.8,5.1,12.0
163,Eggetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,225,13.9,49.1,11.0,6.4
164,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,251,34.6,32.5,8.1,8.3
165,Eggetarian,Mid Morning Snack,Boiled Egg,Boiled Egg is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,221,34.5,29.7,12.6,7.3
166,Eggetarian,Evening Snack,Boiled Egg,Boiled Egg is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,199,10.6,33.7,7.6,12.9
167,Eggetarian,Dinner,Egg Curry Roti,Egg Curry Roti is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,595,6.0,66.0,23.9,3.6
168,Eggetarian,Dinner,Egg Curry Roti,Egg Curry Roti is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,613,26.2,33.5,17.3,11.9
